性别,投保年龄,保单年度,年龄,年交保费,累计保费,年金,累计红利,现金价值
男,0,1,1,10000,10000,0,0,3996.2
男,0,2,2,10000,20000,0,0,8957.9
男,0,3,3,10000,30000,0,0,19091.8
男,0,4,4,10000,40000,0,0,33723
男,0,5,5,10000,40000,800.7,0,39979.9
男,0,6,6,10000,40000,800.7,0,39978.7
男,0,7,7,10000,40000,800.7,0,39977.6
男,0,8,8,10000,40000,800.7,0,39976.4
男,0,9,9,10000,40000,800.7,0,39975.1
男,0,10,10,10000,40000,800.7,0,39973.9
男,0,11,11,10000,40000,800.7,0,39972.7
男,0,12,12,10000,40000,800.7,0,39971.4
男,0,13,13,10000,40000,800.7,0,39970.1
男,0,14,14,10000,40000,800.7,0,39968.7
男,0,15,15,10000,40000,800.7,0,39967.3
男,0,16,16,10000,40000,800.7,0,39966
男,0,17,17,10000,40000,800.7,0,39964.5
男,0,18,18,10000,40000,800.7,0,39963.1
男,0,19,19,10000,40000,800.7,0,39961.6
男,0,20,20,10000,40000,800.7,0,39960.1
男,0,21,21,10000,40000,800.7,0,39958.6
男,0,22,22,10000,40000,800.7,0,39957
男,0,23,23,10000,40000,800.7,0,39955.4
男,0,24,24,10000,40000,800.7,0,39953.8
男,0,25,25,10000,40000,800.7,0,39952.1
男,0,26,26,10000,40000,800.7,0,39950.4
男,0,27,27,10000,40000,800.7,0,39948.7
男,0,28,28,10000,40000,800.7,0,39946.9
男,0,29,29,10000,40000,800.7,0,39945.1
男,0,30,30,10000,40000,800.7,0,39943.3
男,0,31,31,10000,40000,800.7,0,39941.4
男,0,32,32,10000,40000,800.7,0,39939.5
男,0,33,33,10000,40000,800.7,0,39937.5
男,0,34,34,10000,40000,800.7,0,39935.5
男,0,35,35,10000,40000,800.7,0,39933.5
男,0,36,36,10000,40000,800.7,0,39931.4
男,0,37,37,10000,40000,800.7,0,39929.3
男,0,38,38,10000,40000,800.7,0,39927.2
男,0,39,39,10000,40000,800.7,0,39925
男,0,40,40,10000,40000,800.7,0,39922.7
男,0,41,41,10000,40000,800.7,0,39920.4
男,0,42,42,10000,40000,800.7,0,39918.1
男,0,43,43,10000,40000,800.7,0,39915.7
男,0,44,44,10000,40000,800.7,0,39913.3
男,0,45,45,10000,40000,800.7,0,39910.8
男,0,46,46,10000,40000,800.7,0,39908.3
男,0,47,47,10000,40000,800.7,0,39905.7
男,0,48,48,10000,40000,800.7,0,39903.1
男,0,49,49,10000,40000,800.7,0,39900.4
男,0,50,50,10000,40000,800.7,0,39897.6
男,0,51,51,10000,40000,800.7,0,39894.9
男,0,52,52,10000,40000,800.7,0,39892
男,0,53,53,10000,40000,800.7,0,39889.1
男,0,54,54,10000,40000,800.7,0,39886.1
男,0,55,55,10000,40000,800.7,0,39883.1
男,0,56,56,10000,40000,800.7,0,39880
男,0,57,57,10000,40000,800.7,0,39876.9
男,0,58,58,10000,40000,800.7,0,39873.7
男,0,59,59,10000,40000,800.7,0,39870.4
男,0,60,60,10000,40000,800.7,0,39867
男,0,61,61,10000,40000,800.7,0,39863.6
男,0,62,62,10000,40000,800.7,0,39860.2
男,0,63,63,10000,40000,800.7,0,39856.6
男,0,64,64,10000,40000,800.7,0,39853
男,0,65,65,10000,40000,800.7,0,39849.3
男,0,66,66,10000,40000,800.7,0,39845.5
男,0,67,67,10000,40000,800.7,0,39841.7
男,0,68,68,10000,40000,800.7,0,39837.7
男,0,69,69,10000,40000,800.7,0,39833.7
男,0,70,70,10000,40000,800.7,0,39829.6
男,0,71,71,10000,40000,800.7,0,39825.5
男,0,72,72,10000,40000,800.7,0,39821.2
男,0,73,73,10000,40000,800.7,0,39816.8
男,0,74,74,10000,40000,800.7,0,39812.4
男,0,75,75,10000,40000,800.7,0,39807.9
男,0,76,76,10000,40000,800.7,0,39803.2
男,0,77,77,10000,40000,800.7,0,39798.5
男,0,78,78,10000,40000,800.7,0,39793.6
男,0,79,79,10000,40000,800.7,0,39788.7
男,0,80,80,10000,40000,800.7,0,39783.6
男,0,81,81,10000,40000,800.7,0,39778.4
男,0,82,82,10000,40000,800.7,0,39773.1
男,0,83,83,10000,40000,800.7,0,39767.6
男,0,84,84,10000,40000,800.7,0,39762.1
男,0,85,85,10000,40000,800.7,0,39756.4
男,0,86,86,10000,40000,800.7,0,39750.5
男,0,87,87,10000,40000,800.7,0,39744.6
男,0,88,88,10000,40000,800.7,0,39738.4
男,0,89,89,10000,40000,800.7,0,39732.2
男,0,90,90,10000,40000,800.7,0,39725.8
男,0,91,91,10000,40000,800.7,0,39719.2
男,0,92,92,10000,40000,800.7,0,39712.4
男,0,93,93,10000,40000,800.7,0,39705.5
男,0,94,94,10000,40000,800.7,0,39698.4
男,0,95,95,10000,40000,800.7,0,39691.1
男,0,96,96,10000,40000,800.7,0,39683.7
男,0,97,97,10000,40000,800.7,0,39676
男,0,98,98,10000,40000,800.7,0,39668.1
男,0,99,99,10000,40000,800.7,0,39660
男,0,100,100,10000,40000,800.7,0,39651.6
男,0,101,101,10000,40000,800.7,0,39643
男,0,102,102,10000,40000,800.7,0,39634.1
男,0,103,103,10000,40000,800.7,0,39625
男,0,104,104,10000,40000,800.7,0,39615.6
男,0,105,105,10000,40000,800.7,0,39605.9
男,0,106,106,10000,40000,0,0,0
男,1,1,2,10000,10000,0,0,4004.5
男,1,2,3,10000,20000,0,0,8976.7
男,1,3,4,10000,30000,0,0,19112.5
男,1,4,5,10000,40000,0,0,33738
男,1,5,6,10000,40000,800.8,0,39980.3
男,1,6,7,10000,40000,800.8,0,39979.1
男,1,7,8,10000,40000,800.8,0,39977.9
男,1,8,9,10000,40000,800.8,0,39976.7
男,1,9,10,10000,40000,800.8,0,39975.5
男,1,10,11,10000,40000,800.8,0,39974.2
男,1,11,12,10000,40000,800.8,0,39972.9
男,1,12,13,10000,40000,800.8,0,39971.6
男,1,13,14,10000,40000,800.8,0,39970.3
男,1,14,15,10000,40000,800.8,0,39968.9
男,1,15,16,10000,40000,800.8,0,39967.5
男,1,16,17,10000,40000,800.8,0,39966.1
男,1,17,18,10000,40000,800.8,0,39964.6
男,1,18,19,10000,40000,800.8,0,39963.1
男,1,19,20,10000,40000,800.8,0,39961.6
男,1,20,21,10000,40000,800.8,0,39960.1
男,1,21,22,10000,40000,800.8,0,39958.5
男,1,22,23,10000,40000,800.8,0,39956.9
男,1,23,24,10000,40000,800.8,0,39955.2
男,1,24,25,10000,40000,800.8,0,39953.6
男,1,25,26,10000,40000,800.8,0,39951.9
男,1,26,27,10000,40000,800.8,0,39950.1
男,1,27,28,10000,40000,800.8,0,39948.3
男,1,28,29,10000,40000,800.8,0,39946.5
男,1,29,30,10000,40000,800.8,0,39944.7
男,1,30,31,10000,40000,800.8,0,39942.8
男,1,31,32,10000,40000,800.8,0,39940.9
男,1,32,33,10000,40000,800.8,0,39938.9
男,1,33,34,10000,40000,800.8,0,39936.9
男,1,34,35,10000,40000,800.8,0,39934.9
男,1,35,36,10000,40000,800.8,0,39932.8
男,1,36,37,10000,40000,800.8,0,39930.7
男,1,37,38,10000,40000,800.8,0,39928.5
男,1,38,39,10000,40000,800.8,0,39926.3
男,1,39,40,10000,40000,800.8,0,39924.1
男,1,40,41,10000,40000,800.8,0,39921.8
男,1,41,42,10000,40000,800.8,0,39919.4
男,1,42,43,10000,40000,800.8,0,39917
男,1,43,44,10000,40000,800.8,0,39914.6
男,1,44,45,10000,40000,800.8,0,39912.1
男,1,45,46,10000,40000,800.8,0,39909.6
男,1,46,47,10000,40000,800.8,0,39907
男,1,47,48,10000,40000,800.8,0,39904.3
男,1,48,49,10000,40000,800.8,0,39901.6
男,1,49,50,10000,40000,800.8,0,39898.9
男,1,50,51,10000,40000,800.8,0,39896.1
男,1,51,52,10000,40000,800.8,0,39893.2
男,1,52,53,10000,40000,800.8,0,39890.3
男,1,53,54,10000,40000,800.8,0,39887.3
男,1,54,55,10000,40000,800.8,0,39884.3
男,1,55,56,10000,40000,800.8,0,39881.2
男,1,56,57,10000,40000,800.8,0,39878
男,1,57,58,10000,40000,800.8,0,39874.8
男,1,58,59,10000,40000,800.8,0,39871.5
男,1,59,60,10000,40000,800.8,0,39868.1
男,1,60,61,10000,40000,800.8,0,39864.7
男,1,61,62,10000,40000,800.8,0,39861.2
男,1,62,63,10000,40000,800.8,0,39857.7
男,1,63,64,10000,40000,800.8,0,39854
男,1,64,65,10000,40000,800.8,0,39850.3
男,1,65,66,10000,40000,800.8,0,39846.5
男,1,66,67,10000,40000,800.8,0,39842.6
男,1,67,68,10000,40000,800.8,0,39838.7
男,1,68,69,10000,40000,800.8,0,39834.7
男,1,69,70,10000,40000,800.8,0,39830.6
男,1,70,71,10000,40000,800.8,0,39826.4
男,1,71,72,10000,40000,800.8,0,39822.1
男,1,72,73,10000,40000,800.8,0,39817.7
男,1,73,74,10000,40000,800.8,0,39813.3
男,1,74,75,10000,40000,800.8,0,39808.7
男,1,75,76,10000,40000,800.8,0,39804
男,1,76,77,10000,40000,800.8,0,39799.3
男,1,77,78,10000,40000,800.8,0,39794.4
男,1,78,79,10000,40000,800.8,0,39789.4
男,1,79,80,10000,40000,800.8,0,39784.3
男,1,80,81,10000,40000,800.8,0,39779.1
男,1,81,82,10000,40000,800.8,0,39773.8
男,1,82,83,10000,40000,800.8,0,39768.3
男,1,83,84,10000,40000,800.8,0,39762.7
男,1,84,85,10000,40000,800.8,0,39757
男,1,85,86,10000,40000,800.8,0,39751.1
男,1,86,87,10000,40000,800.8,0,39745.1
男,1,87,88,10000,40000,800.8,0,39739
男,1,88,89,10000,40000,800.8,0,39732.7
男,1,89,90,10000,40000,800.8,0,39726.2
男,1,90,91,10000,40000,800.8,0,39719.6
男,1,91,92,10000,40000,800.8,0,39712.9
男,1,92,93,10000,40000,800.8,0,39705.9
男,1,93,94,10000,40000,800.8,0,39698.8
男,1,94,95,10000,40000,800.8,0,39691.5
男,1,95,96,10000,40000,800.8,0,39684
男,1,96,97,10000,40000,800.8,0,39676.3
男,1,97,98,10000,40000,800.8,0,39668.3
男,1,98,99,10000,40000,800.8,0,39660.2
男,1,99,100,10000,40000,800.8,0,39651.8
男,1,100,101,10000,40000,800.8,0,39643.1
