性别,投保年龄,保单年度,年龄,年交保费,累计保费,年金,累计红利,现金价值
男,0,1,1,10000,10000,0,0,3905.3
男,0,2,2,10000,20000,0,0,8709.2
男,0,3,3,10000,30000,0,0,18399
男,0,4,4,10000,40000,0,0,32268.8
男,0,5,5,10000,50000,983.8,0,49263.4
男,0,6,6,10000,50000,983.8,0,49264.8
男,0,7,7,10000,50000,983.8,0,49266.3
男,0,8,8,10000,50000,983.8,0,49267.8
男,0,9,9,10000,50000,983.8,0,49269.4
男,0,10,10,10000,50000,983.8,0,49271
男,0,11,11,10000,50000,983.8,0,49272.6
男,0,12,12,10000,50000,983.8,0,49274.2
男,0,13,13,10000,50000,983.8,0,49275.9
男,0,14,14,10000,50000,983.8,0,49277.6
男,0,15,15,10000,50000,983.8,0,49279.3
男,0,16,16,10000,50000,983.8,0,49281.1
男,0,17,17,10000,50000,983.8,0,49282.9
男,0,18,18,10000,50000,983.8,0,49284.7
男,0,19,19,10000,50000,983.8,0,49286.5
男,0,20,20,10000,50000,983.8,0,49288.4
男,0,21,21,10000,50000,983.8,0,49290.4
男,0,22,22,10000,50000,983.8,0,49292.3
男,0,23,23,10000,50000,983.8,0,49294.3
男,0,24,24,10000,50000,983.8,0,49296.3
男,0,25,25,10000,50000,983.8,0,49298.4
男,0,26,26,10000,50000,983.8,0,49300.5
男,0,27,27,10000,50000,983.8,0,49302.7
男,0,28,28,10000,50000,983.8,0,49304.8
男,0,29,29,10000,50000,983.8,0,49307.1
男,0,30,30,10000,50000,983.8,0,49309.3
男,0,31,31,10000,50000,983.8,0,49311.6
男,0,32,32,10000,50000,983.8,0,49314
男,0,33,33,10000,50000,983.8,0,49316.4
男,0,34,34,10000,50000,983.8,0,49318.8
男,0,35,35,10000,50000,983.8,0,49321.2
男,0,36,36,10000,50000,983.8,0,49323.7
男,0,37,37,10000,50000,983.8,0,49326.3
男,0,38,38,10000,50000,983.8,0,49328.9
男,0,39,39,10000,50000,983.8,0,49331.5
男,0,40,40,10000,50000,983.8,0,49334.1
男,0,41,41,10000,50000,983.8,0,49336.8
男,0,42,42,10000,50000,983.8,0,49339.6
男,0,43,43,10000,50000,983.8,0,49342.3
男,0,44,44,10000,50000,983.8,0,49345.1
男,0,45,45,10000,50000,983.8,0,49348
男,0,46,46,10000,50000,983.8,0,49350.9
男,0,47,47,10000,50000,983.8,0,49353.8
男,0,48,48,10000,50000,983.8,0,49356.7
男,0,49,49,10000,50000,983.8,0,49359.7
男,0,50,50,10000,50000,983.8,0,49362.7
男,0,51,51,10000,50000,983.8,0,49365.8
男,0,52,52,10000,50000,983.8,0,49368.9
男,0,53,53,10000,50000,983.8,0,49372
男,0,54,54,10000,50000,983.8,0,49375.2
男,0,55,55,10000,50000,983.8,0,49378.4
男,0,56,56,10000,50000,983.8,0,49381.6
男,0,57,57,10000,50000,983.8,0,49384.9
男,0,58,58,10000,50000,983.8,0,49388.2
男,0,59,59,10000,50000,983.8,0,49391.5
男,0,60,60,10000,50000,983.8,0,49394.9
男,0,61,61,10000,50000,983.8,0,49398.3
男,0,62,62,10000,50000,983.8,0,49401.8
男,0,63,63,10000,50000,983.8,0,49405.3
男,0,64,64,10000,50000,983.8,0,49408.8
男,0,65,65,10000,50000,983.8,0,49412.3
男,0,66,66,10000,50000,983.8,0,49415.9
男,0,67,67,10000,50000,983.8,0,49419.6
男,0,68,68,10000,50000,983.8,0,49423.3
男,0,69,69,10000,50000,983.8,0,49427
男,0,70,70,10000,50000,983.8,0,49430.7
男,0,71,71,10000,50000,983.8,0,49434.4
男,0,72,72,10000,50000,983.8,0,49438.1
男,0,73,73,10000,50000,983.8,0,49441.8
男,0,74,74,10000,50000,983.8,0,49445.4
男,0,75,75,10000,50000,983.8,0,49448.9
男,0,76,76,10000,50000,983.8,0,49452.3
男,0,77,77,10000,50000,983.8,0,49455.5
男,0,78,78,10000,50000,983.8,0,49458.7
男,0,79,79,10000,50000,983.8,0,49461.6
男,0,80,80,10000,50000,983.8,0,49464.5
男,0,81,81,10000,50000,983.8,0,49467.1
男,0,82,82,10000,50000,983.8,0,49469.6
男,0,83,83,10000,50000,983.8,0,49472
男,0,84,84,10000,50000,983.8,0,49474.3
男,0,85,85,10000,50000,983.8,0,49476.4
男,0,86,86,10000,50000,983.8,0,49478.4
男,0,87,87,10000,50000,983.8,0,49480.3
男,0,88,88,10000,50000,983.8,0,49482.2
男,0,89,89,10000,50000,983.8,0,49483.9
男,0,90,90,10000,50000,983.8,0,49485.6
男,0,91,91,10000,50000,983.8,0,49487.3
男,0,92,92,10000,50000,983.8,0,49488.8
男,0,93,93,10000,50000,983.8,0,49490.3
男,0,94,94,10000,50000,983.8,0,49491.7
男,0,95,95,10000,50000,983.8,0,49493
男,0,96,96,10000,50000,983.8,0,49494.3
男,0,97,97,10000,50000,983.8,0,49495.5
男,0,98,98,10000,50000,983.8,0,49496.6
男,0,99,99,10000,50000,983.8,0,49497.7
男,0,100,100,10000,50000,983.8,0,49498.7
男,0,101,101,10000,50000,983.8,0,49499.8
男,0,102,102,10000,50000,983.8,0,49500.9
男,0,103,103,10000,50000,983.8,0,49502.3
男,0,104,104,10000,50000,983.8,0,49504.2
男,0,105,105,10000,50000,983.8,0,49507.4
男,0,106,106,10000,50000,0,0,0
男,1,1,2,10000,10000,0,0,3913.6
男,1,2,3,10000,20000,0,0,8727.8
